clean_comment,category
well today! wrong japanese middle story also tasteful.,1
ive daft punk,-1
boosiebadazz5150 like song but aint obsessed it. aint jammin first time heard music guy. like daft punk decided give song try. stop trolling video dont like.,0
way better daft punk!,-1
stop making music like this?,-1
omg used listen 3 im listening year,0
kanye west !!,0
hola llamo max llamo max coma,0
seriously like year debate pointless shit guy sad fuck,-1
barnetijjyh wtf shit????,-1
"wft? daft punk pair plagiarist like everyone else, thought original. feel like puking disgust.",-1
dude man song old heard like week ago,-1
lol 75 kanye west speaking.,0
"love song, use song fifa..",1
"que recuerdos esta cancion v, 2009 hasta 2018",0
kanye shit dancer but fucking amazing song writer rapper,-1
heimerdinger president,0
know song rip ride rock roller coaster v,1
"hey everyone please go check music profile like subscribe,thanks",1
evanm118 heard !!! 100000000000 time never happens brainless people belive it...,-1
"daft punk shit, but kanye easily best rapper right now, give prop introducing daft punk alot people",1
else trend put mouth speaker,0
back kanye could actually make music could hear lyric,0
work make make u harder better faster stronger dont kill,1
justin bieber create 4.074 account dislike,0
5 time view daft punk original video,0
know rite,0
anythingforablondedyke,0
owo 3 owo,0
love osng!!!!,1
"still good!!!d kanye know make hits, still hit futured",1
"hi, moron. manage... try summon enough brain power search cola bottle baby edwin birdsong search bar. made 1979. youre trouble maybe ask adult child age 7. could probably help you.",0
"r.i.p. kanye. didnt like music, but, well, youre dead.",-1
tiger160297 umm you?,0
make feel kinda nosthalgic reason anyone else?,0
iminent ledvery good song yeah musicled posted super text fx!,1
clip shit but good song,-1
"bleach31399 not true sound real good,but ego make wonder managed get big head far .",-1
hangover! watch film?,0
"yall know help daft punk making video? original song harder,better,faster,stronger daft punk. two robots, well yup thats duo.",0
think acdc best but like song,1
"happened week, probably singing head right lol",0
inspired anime akira,0
"everyone hating song daft punk. called sampling, common practice rap. biggie, ice cube, 2pac, dre, even eminem sample artists. examples? juicy, good day, stan. stop hating.",0
man song became fav hangover.,1
iyi intro yapilir,0
339 never told never told,1
"never back down, love song.",1
kanye could sing,0
neanche comparabile alloriginale dei daft,0
ohhh stonger better sounded weird,-1
remember hearing never back,0
ultimate,1
yo gay fish,0
parece la pelicula akira v,0
check out! sub plz.....watch?vnqono0yxhy,0
9y0 like daft punk much fuck here!!!!!??,-1
remix remix..we must go deeper.,0
"lol!!! got speaker setup around living room play song turn volume way up,,,,it awesome!! room mate get pissed",1
lylejack75 fucking serious?! dont want live planet anymore.,-1
exactly....its reference south park episode....the joke go like fishsticks? sort gay fish??,0
"hey whats up? , name terence got u.s. navy couldnt promote music like wanted enlisted. im civilian served time military im giving music thing another shot. rap make comedy skits, cant promise make like music, im asking chance. please check channel maybe subscribe would highly appreciate it. thumb please! thanks....go navy!",1
video show future?,0
like kanye west... but... 30 second mar version better!,1
beeayyeee go eat fishticks gay fish,-1
akira twist!,0
listened rip ride rocket roller coaster,0
park,0
kac vega 2018 ?,0
kanye really sampled daft punk dang,-1
strange see kanye west making song like,-1
need vote right,0
dis warms ball,1
oh god daft punk hater stupid background music made daft,-1
sh,0
adis vaqueros. el mundo hispanohablante los extraara.,0
ok fena gaza getiriyo ana bac siktirten ark,0
toilet paper around neck going attack,-1
"thought daft punk, harder better faster",-1
come doesnt say. feature daft punk?,-1
well miss kanye!! rip,1
"ive waitin knight,there thousand u 1of me!!!",0
lalalajames1 noone care ok post every video stfu,-1
best game song ever.,1
wheres ft. daft punk ?,0
deathgun72 please learn spell.,0
kanye gabe no fucking credit original maker 12 year old listening thinking kanye west made get fact right original song made 80 daft punk know,-1
mann dog ye like song relate soooo much shii personally really talk cuhh,1
look like black kate moss!,0
got star boy?,0
say beginning,0
animated roblox amv perfect follow up.,1
sing song play mw3 im juggernaut!,1
daft punk akira? aaaaaah god,1
good good syking rugby match!!!!!!!!!!!,1
"younger loved song, ah nostalgia",1
im trying appreciate type sound.......failing miserably...,-1
october 2020?,0
apparently someone doesnt know grammar,-1
thumb listening 2012!!,1
watch?vsi63x4thlgmfeature remix this....enjoy...its nice!!,1
nice bitchess!,1
yea kangie make real shit anymore,-1
"god song good. make want fill entire room 2000 balloons! oh wait, did. check channel interested",1
watermelon watermelon watermelon,0
hangover 2 ftw!,0
song got addicted,1
djhikarikro taylor swift fans??? o.o,0
comment cringe changed this.,-1
"kids, daft punk created.",-1
like song but video kinda wierd,-1
success,0
song good mv excellent,1
30seconds unskipeble ad fucking gay fish,-1
first time hearing kanye west,0
watching april 2017 ?,1
love song except everything but theyre stronger,1
kanyes playing right planning revenge world.,0
great workout song,1
"5tella 5hows up, turn5 kanye kidnapped alien mu5ical act.",0
phone 3,1
check jimmie woodrow northern knew tell brandon hildabratt.,0
"told us, but didnt listen",-1
man happened kanye,-1
"good, indeed, but still, girlfriend hobbit, sir.",1
e muy buena,0
kanye becomes president gonna national anthem,0
hell song,1
daft punk 3!,0
good.. wayne started talking,1
music production value daft punk... wow!,1
...nnnow dont kill thumb up!!!,-1
mean whata poop,-1
made 480p?,-1
la verdad gusta esta cancon pero solo por daft punk 3 nisiquiera escucho al otro xd,0
guy see akira reference,0
look like flammer but like song hey kanye like fish stick,1
damn daft punk really disbanded,-1
"know right, kinda inconsiderate.",-1
never realized music video akira parody,-1
thats dont kill make stronger wyhy arent strongest man world?,1
"think used think kanye g, gay",-1
parkour song,0
"robot singer sound cool, make music",1
wish still made music like,0
somebody plz explain asshole cuz dont know why. like music dont judge but im not somebody facebook knowing plz explain,-1
super !!!,1
becomes president,0
sorry kanye.... didnt appreciate alive... still dont,-1
daft punk3 3 3 3 ftw,0
one listening 2019?,0
kanyeeeeeeee,0
likey inspiring word kanye west,0
one 1945,0
2019 anyone??? love kanye nohomo,1
connorlol12345 care kanye west! listen song daft punk,-1
10 year.. feel old yet?,0
dude reveals autism. world find disorder describe npc. sadly no med it.,-1
soniq15 probably not good music news ur posting,-1
"kanye. youve saved toxic relationships, cyberbullied. made hit gym today.",1
like listining 2015,0
kanye hated. eminem loved?,-1
cool kanye like trump,1
thumb heard song watching hunger game vid,1
fuck kanye. would daft punk,-1
yeah amazing singing beat too.,1
daft punk loved,1
xd 100 agree,1
youtube show reply thing genious,1
west song could improved werent them.,0
thatcoolguydarion looool evil world eh ahahahah,0
"dear lord, demand evil spirit leave place right now, cover kanye blood jesus christ lord amen forgive sinned jesus name amen",0
instalok,0
dare kanye steal daft punk harder better faster stronger?,-1
look max tho lookks autistic lol,0
didnt know kanye west sing song lol,0
"writing say? someone translate me? im imagining say something along line faster, make, better, but dont want assume 100 percent lol",0
"need right now, weed buds! doesent kill make stronger!",1
holaaa! like??,0
beiber babies?,0
2018 still alive!!,1
0.18 one boner,0
first picture mind hangover,1
song isnt jojos bizarre adventure reference. but akira reference great,1
lol daft punk beginning?! xdd,-1
know sample is?,0
use like song young,1
think video inspired katsushiro otomos akira,0
graduation best album,1
want kanye.,0
valuable singer,1
love song video sick xd,1
kanye always one realest. true goat httpsyoutu.bezdgtucahwhg,1
body come daft punk,-1
nice beat,1
deficente chi non gli piace quasta canzone e gli altri singoli di kanye west,0
kanye west give credit daft punk said liked kanyes better,0
growing 2000s hearing different,0
"woah man, would look graphic",1
kanye bomb. cant w8 til new album drop summer!,1
hate kanye west auto tuned piece shit,-1
daft punk go,-1
wish kanye wouldve never effed song,-1
first ever boxing match song pick.,0
hangover 4,0
oh man old... felt like yesterday popular.. popular 2013 probably wrong.,0
but kanye west performing best!!!!!! go kanye!!!!,1
hell japan. daft punk french,-1
type ceej kill ceej head ceej dark twisted fantasy ceej et kid killing em!!!!!,-1
loved beat,1
"dont hate people ask likes, like agree",-1
best song like background music nice 2.. best snog kayne west,1
reminds old nokia n73,0
"muy bien, campen",0
realized song coffee add,0
"15 year later, still classic",1
f r r u,0
esse comeo e viciante ashuashuashu xd,0
foh kanye never tetsuo,-1
billyhirvine09 well probably creative parent creating you.,1
"work make make u harder, better, faster, stronger",1
great.. stupid computer asshole think normal thing better one,-1
75 people listen song probably dont know originally song.,-1
tractor lil naz better aron funny christie moore funny wasnt even horse little pony lol vladimer rita sue bob isnt clasified bob burger see open book notion picturd new sherif town funny took bag drug giz line fuck get oug heard thdres ghb im not taking bus come incase get sky scraped lol fred choosen one seceret hiker ffs give taxi fare no im gonna steel car,0
view draft punk? thats bullshit,-1
check songs... much autotune song.,0
see come hospital mental powers? symbolic breaking mind control experiment taking control reality. soldier sends flying nwo forces.,0
"japanese see video, laugh leaks.",0
"libertymoartist, video tribute anime akira kanye didnt say could daft punk....he sampled way daft punk sampled edward birdsong except beat complex sampled vocals.",0
im meme,0
heavy inspired akira,0
kanye west like daft punk black child dropped head couple times.,-1
daft punnnnnk,0
no fucking shit.,-1
swear god happen best back than. fucking kardashians curse,-1
sing need take shit but cant.,-1
came back song hearing kanyes white voice,0
"dont kill me, make stronger, awesome quote right",1
holy crap pen15 bigger thought!,1
collectmybrains youre right. 3,1
onr song remain relevant long time,1
good one...,1
show cloning kayne west video,0
still love album,1
129 328,0
"go nut , go apeshit",-1
never back turkey,0
"original better, but still good",1
song sucks!! daft punk version better this... p kanye west worsested song ever!!!,-1
buen buena la cancin perfecto,0
"harder faster stronger better?, anyone like original better?",0
kanye not douche,-1
2018 anyone,1
vim pelo filme quebrando regras1,0
"please, no.",-1
name shinki sand power,0
kanye sucks. plus goof.,-1
soldier emblem? anyone noticed? lol,0
???how survive 2012?? 2011....,0
not aloud touch but going get catch even tho im nine but love song,1
anyone 2022 still listening song,0
arada beenin geliyim tekrar buraya,0
fasta stronga!,1
fuckin souc,-1
back artist talented enough sell record without 10 feature,0
"phoenixletsplayer mention oo ... ... ... look part even u clip akira! ... but ripoff? no, id say nore tribute, dontcha think? l x?",0
kanye west genius,0
0992667494 phone,0
wow 2009 but great!,1
sidhraven omg soooo frikkin right!!! rise people!! defend head disease,1
2018!!!!!,1
"respect daft punk immensely willing go outside genre. however, cant help but feel original harder, better, faster, stronger far better this.",1
donger.... instalok,0
daft punk original version lot better...,1
boko,0
get strike,0
still listen song till day.,1
"hi , im 14 year old kid im interested music, wanna rest life. produce work hard. bought studio equipment money , good quality .with help like comment community, could top comment people able view music easier. go page subscribe, hit like video importantly, give opinion drop comment video page. thanks time !",1
love selena gomez song,1
really! dont read japenese f kayne west!,-1
every hater stfu! didnt credit him? what? paid song. bought it. song not fucking daft punks! thumb u agree!,-1
crazymusicdiva wow absolutely no taste rap.,-1
143 god put pant tonight,0
gosh three decide sing together see daft punk,0
going see kanye atlantic city brother saturday.,0
fuck mason iluminati music,-1
doin faster make u stronger,1
walk song baseball,0
wait wait imma let finish..no wait still sucks!lol,-1
need kanye west 2023,1
stronger hoooooo!!!,1
jiba man like listening 2013,0
honestly didnt realize song existed... daft punk brought,-1
listening 2 hour row 2 40 midnight!!!!!!!!!,1
"check rap channel ! please thumb comment people see it, even dont want check yourself, im trying get noticed ! like subscribe !",1
kanye no idea...,0
la cancion se escucha nunca rendirse,0
brings right back middle school grinding thiccly girl,1
1538 people arent strong,-1
victoria secret.,1
else came reference akira?,0
like much daft punk,1
ft daft punk,0
"uhh... no? song originally daft punks, not kanyes. nice try.",0
1. clip waste money. 2. kanye west didnt add something nice song.,-1
like akira reference,1
music vid sort scene anime movie akira ???????,0
hate kanye west. why? im swiftie.,-1
"agreed. kanye west, black eyed pea shitty artist no inspiration. example one rippoff harder better faster stronger pump bep rippoff misirlou dick dale. ton examples, but shocking know.",-1
moment realize whole music video reference anime movie akira.,0
dude sunglass called?,0
not good daft punk original. rapping make less entertaining.,-1
why? zarathustra? whats taken back? whats changed? show me.,0
basically entire music video massive akira reference?,0
mediocre overrated,-1
kane west like boss...stronger stronger,1
lol everyone epic,0
esta cancion gusta mucho en especial porque aparece daft punk,0
akira!,1
yo,0
"mitchellpatiesk8 sigh.... well, everyones entitled opinions... except one, youre wrong.",-1
"may literally one best song ever made pay attention complexity it, sounding like go together like puzzle. sorry im really high hope make sense sober person!!",1
obsessed song,1
anyone listening 2385o60244h?,0
"back actually vibed music. still sometimes, but back different.",0
wtf! actually good!,1
polska kocha to!!! p l k a!!!,0
didnt credit daft punk nigga,-1
era whenever kanye put something fire. happened??,0
nba,-1
dont forget cola bottle baby,0
likey 3,1
10 year old song still good,1
haha legit!!,1
indstria musical,0
song enjoy artist,1
gypsy fish.,0
loveselena96 im star wars... still count??,0
search johnny capounreal,0
"why.,..?",0
400,0
tech priest raising titan... one bloodthirsty titan machine spirit going war. hail machine god! adeptus mechanicus. god emperor man.,0
lo mejor de esta cancin e k esta daft punk v,0
daft punk yay!,1
kanye west stronger feat. daft punk,0
shadowglen20 fucku doublecommenter dipshit group nontrolls wat betta dan u fucker yeah fuck kid.,-1
dropped doritos shit annoyin every vid go see .,-1
good workout song .,1
"hyugademon not seriouse right? daft punk not improved, kanye made total rip harder,better,faster,stronger . dont try make point again.",-1
esta cancion la busque por toda partes,0
would perfect movie akira,1
"everyone like oh kanye stol daft punk bla bla like didnt sample someone else, going hate kanyes music atleast check fact before.",-1
among u,0
"ahh por fin la encontr, mejor sala la original v",0
"ah, good old times, kanye wasnt genius",0
"akira!!!! , kanye tetsuo!!",0
dude. brah. dis akira.,0
not fun..but good real.,1
eric8965742 tbh kanye west awful ruined classic daft punk song,-1
eres un pez gay v,0
daniel tosh web redemption,0
oldman old spider,0
one song prof kanye musical genius.,1
need ye back.,0
missed old kanye.,0
"hbd kanye west june 08, 2025",1
unfortunately...,-1
really dont give fuck like daft punk.. enjoy song,-1
sdds dessa poca kkk,0
"playboy91280 uuhhmm, kanye west. genious. on?? well, nevermind that, but daft punk awesome group, no matter anyone says. would grateful someone took perfectly awesome song turned into... this???!! not me...,..... hi",1
"cant belive stole fucking song. fuck kanye, make music!",-1
kaney stole daft paunk,-1
nike air yeezy 2!,0
anyone 4001?,0
kanye2020,0
da faq great..song b,1
124 cause cant get much wronger no bro really cant,-1
one word akira.,0
many person hearing october 2019,0
let go channel mrhunter9575,0
song gta,0
kanye stole daft punk song,-1
ne mute az li sum mekoteloto poznavam dosta belo mekici no ne sum az,0
copia de daft punk!!,0
dwight shrute intesifies,0
best deft punk!,1
love kanye. im poppers. listen mixtape. pooprsmoonch rvunge.,1
"real kanye west, toast king, nigga canada",0
almost decade getting daily view lol,0
grow wanna harder better faster stronger,1
hahahahahah,0
title song daft punk stronger ft.kanye west,0
"fun fact video based kanye west favorite anime, akira.",1
lol like daft punk didnt sample... know possible view two different song like both.,0
straight ripoff.,-1
"ye viper ye generation hypocrites! slither flee shiver angel touch. ye vipers, snipers, haters, hypocrite less few.... fork tongued way end viper find no friend. hypocritic oath no more, shall never now, come fore. 2 esdras 41 earth hast thou not judged truth. 42 thouhast afflicted meek, thou hast hurt peaceable, thou hast loved liars, destroyed dwelling brought forth fruit,",-1
vergilx4 haha well like song enough comment it. keep hating. kanye keep making hit hate but still listen,-1
met lord kanye!,1
ive spent 6 year trying find song heard little big planet level,0
im 15 year old rapper trying make game way known youtube. even though im 15 feel like maturity lyric someone older. change life one simple click. please thumb people see check new song heebz best day ever comment feedback like also think could improve. like check rest vids 17 rap up! thanks!,1
kanye still good,0
worst po dbag history.,-1
"song fortnite rank, would unreal",1
im gonna come back everyday,1
december 20192637 anyone?? far ahead??,0
best song 21st century,1
fuck miss song,-1
plagiarism worst.,-1
"shut fuck doesnt say daft punk. would say daft punk featuring tune made specially song. is, sample. real fan know daft punk sample pretty much songs. even included dp video. im bigger daft punk fan btw accuse anything",-1
"adamcky90 dont like it, bother coming here?",-1
r.i.p kanye west !!,-1
throw back good time music,1
cflasch75 part operated daft punk hospital bikers inspired manga called akira.,0
didnt realize music video daft punk omg.,-1
donnafela leaste hobo good annoucers..,1
learn keep mouth shut fake bitch,-1
"maybe not now, but song came out, not every person knew daft punk",0
tu raison vive la france,0
daft punk working guy,-1
watch dog 2!,1
not allowed notice certain thing,-1
bro,0
copy daft punk harder better faster stronger!,-1
miss kanyes old stuff everyones makin house music suck unless youre club dancin pretty cool workout song though,-1
pause video play holding number 8...what doin kanye??,0
akira fuck,-1
! cool.,1
graduation favourite album did. many fucking classic track it.,1
xep3haet go back euro belong....... fact people way b4 white thing even thought world round cut shit.... another fact heart think people better dont ask,-1
wach never back movie youll see good song fit!! amazing movie!!,1
aaah akira,0
uff didnt know thats,0
"know rather old video, but bite image akira?",0
not know sampled daft punk holy,-1
imma17yearoldrapper alsopleasesubscribenowineed2000subscribersnowplease,0
made 2009???? thought made 2016...huh,0
came back nostalgia song thanks trailer watch dog 2,1
"fuck music, fuck nigga!!!! .l.",-1
thosewhoknowknow,0
kac vega 2,0
daft punk !!!!!!!,0
so. much. motivation.,1
goodnight sweet prince... rip kanye omari west 19772012,1
cant wait see new kardashian house,1
fake kanye escaped medium,-1
amazing glass still appear everywhere! haha,1
thanks hkan celebi . ja lgger mig ner nu. frska sova en stund. hlsa sammalika behver du. ok pojk. mine forward sammalika knner ej big boy john barksenius till. hkan celebi. pu hugo celebi 9 r. hencke himla. give peace love understanding understand ungeungar!!! 7512 hi hi see you!!!,1
"matthew 75 james 220 name one archetype person not stand part 4 tik tok 2022 httpswww.youtube.comwatch?vp44gqr6ifia best, x. inn jesus name, amen.",0
treyful no im watching 20 000b.c fucking istone ...,-1
many people listening june 2019?,0
flamingosmuggler newt gingrichs random place?,0
disgusting word ever heard dare say !!!,-1
never back sound track best,1
song amazing o6 httpswww.youtube.comwatch?vdkqspe1ei8g,1
"029 lol, dat bulge though",0
look vieeeeeeeeeeeeeeeews!!!!!!!,-1
"khalifa0999 gay mean happy, everyone happy except you.",1
like ur old muisc kanye,1
"check music out, also instrumentals. check u.g. instrumentals subscribe page!!! wont disappoint, please support!!!",1
daft punk make better faster stronger,1
kanye stayed weaboo era,0
ha ha ha ha kanyes top hit daft punk song remixed whit kaneyss ugly voice. gay fish gay fish,-1
best song prime,1
tot99oo 0 cuz u,0
9 year old today. time fly man...,0
kanye west ever make song? ... ever,0
bu arki gaza getiriyor mk birisini dvesim geliyor,0
plus daft punk wrote song. kanye performed it.,-1
bad trip ii,-1
kim lemme hear ya,0
"thiery200 bitch please, show uganda map ?",-1
good song no controversey around,1
kanye got hot dog neck godd song though,0
"sony0gamer seems like soulja boy listener, cause kanye one top lyricist game talk real stuff, but act public diminished music....so make blasphemous statement think u type",-1
cheesyflames funny kid,1
operation west,0
...nnnow dont kill make stronger need hurry cause cant wait much longer...,1
"2019 10 years, still lisening",0
yeeeeeee,1
completely agree you. think shouldve credited daft punk people wouldnt like oh kanye west song listened original. nope.,0
214,0
never back down!!!!!,1
"thehiyy one going agree you, kanye one best famous rapper ever! shut n stop h8tn..",1
908walas dot ur mum dress....,0
yeezus kanye west best artist world no much but take u agin last work damm love man yes douchba!! but make music yeezus lol!! best!!!,1
song good movie never back 1,1
"go back whence thy came, demonspawn.",0
"no cred daft punk, kanye?",-1
akira influence tho,0
look stefano giorgini youtube amazing singer great hit song listen music dirty diana music video stefano giorgini stefano giorgini,1
fool!,-1
not agin,-1
yall think hot... go check cover diamond forever!!!! stronger cover coming soon.... kill kanyes instrumentals!!!!!,0
song play head fall skateboard,0
baught 5 pair yeezies. yay me. give attention,1
not stopp listen,-1
2017 video depicting future???? holy shit aint nothing compared right,0
cant say song but one childhood song lol heard lot first joined internet,0
face palm,0
tetsua ok kanye taking role?,0
16 year ago song number 1 hit,1
anyone miss kanye?,0
awsome tallent,1
akira...lol,0
yeezy boost,1
"kanye west let ya finish but daft punk best original song. btw, daft punk feat. kanye west stronger",1
guy dont like video even watching!?!?!?!?!?,-1
1 . go full screen 2 . type awesome youre welcome,1
anyone 999999999999999999999999999.........,0
kyane west original!,1
"daft punk make song hit, not kanye west!",0
"amazing. also, guy seen j cole, run debut release 927, releasing series weekly song content called given sunday. blog dream villain. google it, insanity.",1
spor yaparken arka planda almas gereken mzik buymu 29.10.2020 burda dursun trk varsa like atnda saymz bilelim,0
not president but music genius,0
steal vans?,0
lolineedbettercomments,0
get,0
vim pelo mussomano,0
"1 daft punk 99 kanye west say duft punk, listen version like shit behold difference!",-1
liked,1
mroskaritto22 balls.,0
"song many little big planet level back then, many memory",1
watching 2016?,0
omg randomly thought lyric say 9 year still amazing,1
bet chick lady boy.,0
"2000,s teen",0
daft punk vice president?,-1
copyright heineken buoy daytona beeeaaacch,0
hate song. much explicit word much rough beats.,-1
still pump know not brightest crayon box but still musical genius book!,1
kaneda west.,0
018 zenci yarrra dasdasdsa,0
no didnt,0
somebody 2018,0
hate kanye get credit daft punk work.....and dont even get creditted all.. smh,-1
congratulations. managed make daft punk sound bad.,1
"well isnt actually song got sample song stronger,better,faster daft punk",0
remember hearing year ago legendary song,1
dwight schrute know song,0
3010 mistaked thumb button download button.,0
daft punk make sound better without song woodnt,1
song sick!,1
daft punk awesome lyric even though aint kanye fan xd song sure get pumping !,1
212 daftpunk racism confirmed lel,-1
"not dead, stupid spam, repit, not dead, watch google news",-1
"sample, no need wasnt like recorded him.",0
guy crack,-1
watching akira favourite anime see similarity tue music video,1
poland,0
wat name song say frist knock but get,0
"go white machine 028 , one thing came mind, portal 2",0
man put stronger daft punk ft kanye west,0
sorry but daft punk version still best!,1
anyone 1349,0
"hey,yall,imma,17,year,old,rappersingerproducer,please,subscribe,to,my,page,thanks",0
wy wiecie e ten koo siedzi w psychiatryku,0
"like daft punk, love better, faster, stronger.....now like",1
2021 old,1
kany west gay fish reason song awsome cuz daft punk,-1
really sad idk many artist future better thank kanye 2016 before. still make great music but best album 2016 earlier,0
2009 video must insane make besides 480p,-1
kanyeeeeee lovingggggggg,1
"piemenowlolz123 didnt make new material specifically song. daft punk signed agreement let sample song. completely legal, theyre actual big fan other.",0
remember little would always listen daft punk 11,0
igor,0
"look asian matrix, no racial",0
didnt know dead?? he?,-1
"like one thousand yous, one need say x",1
daft punk deserved far better fate this. completely butchered.,-1
never back brought tbh. guys?,0
"search channel shubham3654 1 rapper songwriter 2 guy want greatest rapper, ya mean it. 3 dream, want hear people calling rap legend. 4 made 46 rap song also post lyric 5 people gave much hate cant even imagine, start felt bad but never learn give keep uploading songs. 6 try die 7 advertise want feedback 8 planned complete goal 2 years.",0
daft punk liked girl video,1
epic ! think bestest remix.,1
forgot banger,0
2025 r c ai cn nghe nh ti ko,0
bella la canzone nn voglio vede sto video di merda!...xdxdxd,0
wish kanye would come back,0
"retard dont understand sampling harder better faster stronger u excerpt another song, well! hey! guess what! kaye hater ignorance art sampling fucking annoying! yay! great day!",-1
12 year later still best,1
daft sampled cola bottle baby . truth everyone sample daft punk not recognized part concern. but obviously recognized.,-1
made good music,1
put roblox,0
"cockafella record .lame,",-1
anyone else teen know it?,0
not bad song,1
"dont click read rebel, like",0
thenitface take haters!,-1
devil blasphemy cant get didnt think blast kanye jesus died final king hill,-1
scoop diddy whoop trump supporter. talk change!,0
west died!?? happy day!!!,1
"kanye sleeping shhh kanye rest kanye nest wake going kanye best tale kanye west snuggled kanye nest, kanye rest must kanye best kanye quest hell put kanye test hope retrieve kanye chest distinctively marked kanye crest shall return kanye nest shall kanye fest welcome many kanye guest but first must get r",0
"dingsterhomie why? kanye make song own, draft punk anyway? mean daft punk, think kanyes version considerably better.",0
still listens song now?,0
girl ? beautiful,1
fat,-1
wrnt listining 2012 ho would like ur comment dumb,-1
kanye west gonna blow 2020 olympics mind. oh way go watch akira joke make sense.,0
"ninjawhale03 well, give least slowed line background kinda catchy, but bullock singing cant listen! said interstella fauvorite fiml discovery best album ever!",1
im seeing akira music video!!!,0
omfg jesus sex tape 0,0
lord murat dan gelenler 1,0
still golden 10 year later.,1
say fine line genius insanity. whilst may gone insane whole pete davidson thing ill sit enjoy genius,0
hi,1
tetsuo you?,0
reminds movie akira,0
"canolli make stronger too, protein though.",1
love thissss,1
"me, nurse look kinda like beyonce?",0
guy dont know long wanted see comment fight like this! one funny!,1
feel like everyone commenting video 2020?,-1
"kanye west stupid dumbass,daft punk better bitch.make music ...one time",-1
retro shit dope paradise,1
dont give flying fuck goat say,-1
whopper whopper whopper juiner double triple whopper,0
thumb youre listening 2011..,1
shift4hd see u speak nice,1
daft punk daddy,0
hangover brought p,0
kanye presidential campaign make america strong again.,0
even kanyes does. song still great,1
came daft,-1
hey yo kanye like fishticks? xd,0
kim best,1
"heard song movie hangover part ii, love even more.",1
ttnet amk,0
rename channel iliketocopydaftpunk666,0
video based anime akira pay attention,0
tokyo,0
ever alot mind stressed need calm listen song,1
doesnt say featuring theyre video...thought everyone would known that.,0
suck big time.i dont get fuss about.,-1
hey like fishticks?,0
"kanye make not rappers, good biodiversity around him.",1
"kanye famous daft punk clearly, einstein.",0
straight kanye akira vibe,0
lol......kanyes not original.....funny,0
im japanese love nba song.,1
"essa msica muito boa por causa daft punk, no kanye west! thumb verde e amarelo!",1
scrolled comment slim chance... disappointed... daft punk beats... song keep interested... jamie foxx funkadelic... hater gonna waste time... genres... music... every artist release... always... always... better some... fact...,0
really dont understand people click video artist dont like comment bullshit ? dont like musicvideos fuck dont listen comment,-1
anime movie akira inspiration writing song,0
bomb music vid,0
hangover part 2 brought,0
kanyes good song opinion.,1
ldrmeyen glendirir,0
much akira video,0
part song like daft punk beat....i think kanyes vocal make song worse..,-1
indeed!,0
memories........,0
"well, ill text comment 13... good song... listen lot... please create song like mr west.",1
elitesniper32hd ooo cool havent seen second one check,1
think two robot guy beginning homage then?,0
wow ur idiot 95 million,-1
"song like come future. listen till future.better,stronger,faster song",1
doctorwhorage know google?,0
kanye west stronger daft punk.,0
stop fucking lazy research. youd see gave license use song.,-1
song make remember old memory,0
"kayne shouldnt made song, bet didnt know would cause daft punk v kayne west bullshit. weird thing is, many part daft punk harder better faster stronger taken sample music songs. but daft punk isnt getting shit everyone else? that? probably rap ruin lot good original song remixed raphip hop. but thats opinion.",-1
guy need shave garbage head,-1
evreyones fighting fucking song stop already piss fuck stop acting like five year old fucking babys!!!!!!!!!!,-1
tu eres el pepe wbn?,0
"aryan brotherhood texas racist gonna get bigger know, prince mohammad doesnt get it. cover uk, easily, think kayne, know prince mohammad friend x",-1
liked daft punk,-1
wreck ralph,-1
thumb youre watching year 1 istone,1
justin bieber beast,0
doesnt show ft daft punk,-1
"listen first 4 second this, find kanye west fucking moron. im greatest living rockstar time youre nothing but pretentious douchebag. really hope read this, even hope responds it. nothing selfpromoting jackass.yes, youre millionaire. yes, bang kim kardashian. good, for, you. anyone else agree? youre listening this...obviously not. excuse me, im going go listen actual rock, slipknot,",-1
yo solo vine aca por daft punk !!,0
koawesome99 err...quite simply not getting it...,-1
202003402050346025602054750278064780 anyone?,0
not say ft draft punk,0
wow no idea kanye anime fan. hospital escape scene reference akira,0
remember gay fish song mtv used leave channel listen fish,0
neokanye e.x.p.l.o.d.e.,0
song never dies.!,1
"never back 2008 fan there? yes, rock!!",1
hala ok iyi bbbeeee,0
douche ruined original song daft punk...,-1
dont make shit like anymore,-1
maniac111111111 actually like song but rapping hurt ears. btw dont think music bad. not made p,-1
011azr yup like intelligent people,0
dammit!i didnt knew kanye west could get tron vehicles...dammit again! tron vehicle 114 121 129,-1
woooooooooow fuck,-1
omg 1 day b day b day 15 june,0
playing song often nowadays?,-1
thats not nice word never call one oh yeah daft punk dose not suck,-1
anyone ben 10 era ?,0
bad trip 2,-1
go nut lol,0
dat daft punk?!!?,-1
"great song, dont listen kanyes lyric chorus.",1
"wher daftpunk, name?",0
needyourightnow faster venus madefornow jimmyjjdancer ineedyoutohurryupnow,0
daft punk like,0
obviously daft punk cool letting kanye use song otherwise wouldnt approved song wouldnt exist. song smash daft punk performed kanye grammies obviously theyre good. think one butthurt lol,0
"yo kanye, im really happy you, imma let finish, but britney spear best stronger video time!",1
daft punk ftw !!!!!!!!!!!!!!!!!!!!!,-1
georgegr8 stolen? theyre video clip too...,0
theyung19 hell yeah bro! bahah pretty nice movie huh?,1
came seeing ellon mask interview,0
esta en algodon,0
